,Unnamed: 0,movie_id,name
817,53792,20761,Kevin Costner
818,53981,5924,Dustin Hoffman
819,54159,13342,Forest Whitaker
820,54165,13342,Nicolas Cage
821,54625,1883,Denzel Washington
822,54640,1883,Christopher Plummer
823,54734,7305,Ethan Hawke
824,54773,7305,John Malkovich
825,54788,9475,Philip Seymour Hoffman
826,54874,11287,Tom Hanks
827,54901,9869,Harrison Ford
828,54906,9869,Samuel L. Jackson
829,54928,619,Kevin Costner
830,54954,9374,Bruce Willis
831,54973,11259,Tom Cruise
832,55130,10206,Donald Sutherland
833,55140,10206,Ben Affleck
834,55141,10206,Stephen Root
835,55306,29076,Liam Neeson
836,55601,14181,Ben Affleck
837,55638,2787,Keith David
838,55648,2069,Bruce Willis
839,55908,2155,Ben Affleck
840,55913,2155,Danny Trejo
841,56033,25166,Danny DeVito
842,56048,25166,Will Ferrell
843,56087,14271,Dwayne Johnson
844,56281,11296,Nicolas Cage
845,56410,622,Johnny Depp
846,56478,20283,Dennis Quaid
847,56492,5693,Gene Hackman
848,56508,287,Kevin Costner
849,56858,820,Kevin Costner
850,56859,820,Tommy Lee Jones
851,56860,820,Gary Oldman
852,56872,820,Donald Sutherland
853,57021,918,Bruce Willis
854,57354,1541,Brad Pitt
855,57404,8469,Bruce McGill
856,57413,8469,Donald Sutherland
857,57466,925,John Turturro
858,57474,925,Samuel L. Jackson
859,57501,41823,Denzel Washington
860,57505,41823,John Turturro
861,57506,41823,Samuel L. Jackson
862,57518,1713,John Turturro
863,57527,1713,Samuel L. Jackson
864,57613,14373,Laurence Fishburne
865,57769,1497,Frank Welker
866,57865,33762,Laurence Fishburne
867,57913,11690,Forest Whitaker
868,57915,29143,Tommy Lee Jones
869,57970,801,Robin Williams
870,57971,801,Forest Whitaker
871,58045,16222,James Franco
872,58081,37722,Ed Harris
873,58517,243,John Cusack
874,58520,243,Jack Black
875,58572,10501,Frank Welker
876,58634,879,Robin Williams
877,58635,879,Dustin Hoffman
878,58788,11327,John Hurt
879,58859,10774,Robert Duvall
880,58879,10083,Kevin Costner
881,58880,10083,Gene Hackman
882,58891,10083,Brad Pitt
883,59009,38809,Ben Stiller
884,59010,10559,Dennis Quaid
885,59092,10479,Tommy Lee Jones
886,59093,10479,Samuel L. Jackson
887,59095,10479,Ben Kingsley
888,59160,17339,Harrison Ford
889,59233,12309,Tom Hanks
890,59282,106,Arnold Schwarzenegger
891,59384,1359,Willem Dafoe
892,59402,4967,Ben Stiller
893,59737,10518,Dustin Hoffman
